y
1453
1267
1143
1103
983
1103
1041
1067
1089
1053
1069
1043
1059
1011
1069
1053
1021
1027
1007
1021
1033
1085
1051
1021
1069
1025
1075
919
1001
1017
1011
993
987
973
981
1007
1003
1009
1023
1033
995
1017
989
985
997
971
991
1011
989
981
1007
1005
1001
915
961
989
967
965
979
1023
943
989
997
969
1005
1007
1019
961
1017
993
1027
961
971
1007
979
1031
999
991
969
1005
911
957
967
975
1017
961
995
989
959
1011
979
895
979
1007
981
955
965
943
1025
1017
