y
54
44
44
50
48
38
54
50
44
38
44
44
38
44
38
38
38
44
38
44
38
38
44
48
38
38
38
38
38
44
44
44
44
44
38
38
38
38
38
38
44
44
38
44
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
48
38
38
38
38
38
38
38
38
38
38
38
38
44
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
44
38
38
38
38
38
