y
297
311
203
233
217
239
203
225
199
231
169
197
199
209
197
199
187
199
181
191
173
199
207
175
185
209
199
201
195
185
181
205
187
185
157
179
199
187
211
193
195
197
167
175
199
187
177
199
193
207
175
189
197
173
195
183
167
175
177
179
187
179
181
175
187
187
191
187
199
193
175
193
191
171
195
187
193
185
177
189
189
177
181
161
183
193
175
189
167
169
181
181
169
175
185
183
185
175
183
183
163
185
185
177
177
181
157
189
169
185
183
179
183
189
175
183
163
179
177
181
171
195
179
185
173
179
177
179
183
179
177
185
185
153
169
177
179
175
155
169
173
171
157
169
183
183
181
175
177
187
